Interaction_ID,User_ID,Appliance_ID,Home_Appliance,Category,Event_Type,User_Rating_Given,Purchased,Interaction_Date,Session_Duration_sec,Company,Country,Smart_Feature,WiFi_Connectivity,Voice_Control,App_Control,Energy_Rating,Annual_Energy_Consumption_kWh,Power_Consumption_Watts,Price_INR,Budget_Segment,Warranty_Years,Noise_Level_Category,Noise_Level_dB,Weight_kg,Suitable_Room,Installation_Required,Portable,Child_Lock,Auto_Shutoff,Timer_Function,Inverter_Technology,Color,Material,Size_Category,Remote_Control,Touch_Control,Display_Type,Connectivity,Power_Source,Certifications,User_Rating,Number_of_Reviews,Recommended_For,Maintenance_Level,Lifespan_Years,Eco_Friendly,Made_in_India,After_Sales_Service,Availability,Age_Group,Gender,Occupation,City,Home_Type,Budget_Preference,Smart_Home_Interest,Eco_Conscious,Preferred_Category
11197,U1094,1140,UV Water Purifier,Bathroom,add_to_cart,,0,2023-10-23,,AO Smith,United States,No,No,No,No,A+,1455.2,3773,28000,Premium,3,Loud (56-70 dB),66,60.4,Bathroom,Yes,No,No,Yes,Yes,No,Champagne,Plastic,Compact,Yes,Yes,,,Electric,RoHS,3.7,70081,Senior Citizens,Medium,20,Yes,No,Good,Online Only,18-25,Female,Working Professional,Ahmedabad,Independent House,Premium,Yes,Yes,Hobby
11198,U0401,3593,Paper Shredder,Tools,view,,0,2024-07-31,64.0,Fellowes,United States,No,No,No,No,B,515.5,420,40100,Premium,2,Silent (30-40 dB),55,36.1,Garage,No,No,Yes,Yes,Yes,No,Gold,ABS Plastic,Small,No,Yes,,,Electric,Energy Star,3.4,70180,DIY Enthusiasts,Low,5,No,No,Good,Metro Cities,18-25,Male,Working Professional,Kolkata,Apartment,Premium,No,No,Tools
11199,U0484,2313,CCTV System,Security,add_to_cart,,0,2023-11-23,,Nest,United States,Yes,Yes,No,Yes,D,132.7,80,9100,Mid-Range,2,Very Loud (>70 dB),45,76.7,Outdoor,Yes,Yes,Yes,No,No,No,Rose Gold,Cast Iron,Compact,Yes,Yes,,WiFi,Solar,Energy Star,4.5,47017,Offices,Medium,7,No,No,Excellent,Metro Cities,36-45,Female,Homemaker,Kolkata,PG/Hostel,Mid-Range,No,Yes,Outdoor
11200,U0148,4136,Blu Ray Player,Entertainment,view,,0,2024-12-08,12.0,Google,United States,Yes,Yes,No,Yes,A++,318.3,474,191000,Luxury,3,Loud (56-70 dB),37,12.8,Home Office,No,Yes,No,Yes,Yes,No,Dark Blue,Ceramic,Large,Yes,Yes,LCD,Z-Wave,Electric,RoHS,2.9,83215,Couples,Low,17,Yes,No,Excellent,Pan India,18-25,Male,Student,Kolkata,Independent House,Budget,Yes,Yes,Entertainment
11201,U0482,4222,Smart Refrigerator,Kitchen,view,,0,2024-03-24,1.0,Usha,India,Yes,Yes,Yes,Yes,C,490.4,961,12400,Mid-Range,2,Very Loud (>70 dB),59,77.5,Kitchen,No,No,Yes,Yes,Yes,No,Matte Black,Carbon Fiber,Large,Yes,Yes,LED,WiFi,Electric,CE+RoHS,3.5,58233,Working Professionals,Low,3,No,Yes,Average,Select Cities,46-55,Female,Student,Pune,Independent House,Mid-Range,Yes,No,Personal Care
11202,U0718,3616,Electric Oven,Kitchen,purchase,3.1,1,2023-01-30,,Cuisinart,United States,No,No,No,No,B,158.5,218,101800,Luxury,2,Silent (30-40 dB),51,28.7,Kitchen,No,Yes,Yes,Yes,Yes,No,Champagne,Glass,Large,Yes,Yes,LED,,Electric,Energy Star,3.0,17324,Bachelors,Medium,7,No,No,Poor,Select Cities,26-35,Female,Working Professional,Lucknow,Villa,Mid-Range,Yes,Yes,Kitchen
11203,U1796,2244,Geyser,Bathroom,purchase,3.9,1,2024-10-07,,Havells,India,No,No,No,No,C,4043.0,2144,3600,Mid-Range,4,Ultra Silent (<30 dB),41,21.4,Bathroom,Yes,No,Yes,No,No,Yes,Matte Black,Carbon Fiber,Medium,Yes,Yes,,,Electric,Energy Star,4.1,65199,Families,High,4,No,Yes,Excellent,Select Cities,26-35,Female,Working Professional,Kolkata,PG/Hostel,Mid-Range,Yes,Yes,Entertainment
11204,U1746,2056,Bidet Seat,Bathroom,view,,0,2023-02-20,93.0,Racold,Italy,Yes,Yes,Yes,No,A+,8360.6,3467,55400,Premium,5,Silent (30-40 dB),33,24.6,Bathroom,Yes,Yes,No,Yes,Yes,No,Red,Polycarbonate,Extra Large,Yes,Yes,,Z-Wave,Electric,ISI,4.0,25627,Senior Citizens,High,8,Yes,No,Average,Pan India,18-25,Female,Working Professional,Delhi,PG/Hostel,Premium,No,Yes,Climate
11205,U1841,441,Water Filter,Bathroom,view,,0,2024-10-13,185.0,Bajaj,India,No,No,No,No,A,7838.4,4431,8500,Mid-Range,3,Silent (30-40 dB),77,68.6,Bathroom,Yes,No,No,Yes,Yes,No,White,ABS Plastic,Extra Large,No,No,,,Electric,BIS+ISI,3.0,66262,Bachelors,Low,2,No,Yes,Excellent,Online Only,36-45,Female,Working Professional,Jaipur,PG/Hostel,Mid-Range,Yes,No,Networking
11206,U1768,4712,Carpet Cleaner,Cleaning,add_to_cart,,0,2024-03-08,,Karcher,Germany,No,No,No,No,D,1662.8,1321,12400,Mid-Range,2,Moderate (41-55 dB),49,33.8,Any,No,No,Yes,No,Yes,No,Grey,Stainless Steel,Medium,Yes,No,,,Electric,BIS+ISI,4.4,72089,Bachelors,High,4,No,No,Good,Metro Cities,18-25,Male,Working Professional,Hyderabad,Apartment,Mid-Range,Yes,Yes,Laundry
11207,U0861,2003,Wall Clock,Decor,view,,0,2023-01-21,60.0,Casio,Japan,Yes,Yes,Yes,Yes,B,7.0,18,9100,Mid-Range,3,Moderate (41-55 dB),60,34.7,Bedroom,No,No,Yes,No,No,No,Stainless Steel,Aluminum,Small,Yes,Yes,,WiFi,Solar,CE+RoHS,2.7,74376,Families,Medium,7,No,No,Excellent,Select Cities,26-35,Male,Working Professional,Lucknow,Villa,Mid-Range,Yes,Yes,Laundry
11208,U1716,3429,Hot Dog Maker,Kitchen,wishlist,4.4,0,2023-08-07,,LG,South Korea,No,No,No,No,A+++,2642.0,1153,142600,Luxury,2,Loud (56-70 dB),56,17.9,Kitchen,No,No,Yes,Yes,Yes,No,Dark Blue,ABS Plastic,Large,Yes,No,,,Electric,ISI,4.2,19160,Couples,Medium,11,Yes,No,Excellent,Select Cities,18-25,Female,Business Owner,Pune,Apartment,Premium,No,No,Kitchen
11209,U0883,4435,Steam Cleaner,Cleaning,view,,0,2023-01-07,140.0,Black & Decker,United States,No,No,No,No,C,425.5,1029,24600,Premium,3,Silent (30-40 dB),52,25.6,Kitchen,No,No,No,No,No,No,Stainless Steel,Mixed,Large,Yes,No,,,Electric,ISI,4.6,27959,Bachelors,Low,15,No,No,Good,Online Only,55+,Male,Working Professional,Ahmedabad,PG/Hostel,Premium,No,Yes,Networking
11210,U0623,549,Smart Lock,Security,view,,0,2023-04-24,8.0,Ring,United States,Yes,Yes,Yes,Yes,A++,56.6,35,38100,Premium,3,Ultra Silent (<30 dB),52,54.1,Any,Yes,Yes,No,Yes,Yes,Yes,Red,ABS Plastic,Large,No,Yes,,Zigbee,Dual,ISI+BIS,3.2,85228,Offices,Medium,19,Yes,No,Poor,Metro Cities,36-45,Male,Working Professional,Lucknow,Apartment,Premium,Yes,Yes,Entertainment
11211,U0261,3380,Hot Plate,Kitchen,view,,0,2023-09-22,29.0,Samsung,South Korea,Yes,Yes,No,No,B,4493.2,2993,133000,Luxury,3,Loud (56-70 dB),45,51.9,Kitchen,No,No,Yes,Yes,Yes,No,Red,Ceramic,Compact,No,Yes,LED,Z-Wave,Electric,BIS,3.1,99313,Bachelors,Medium,10,No,No,Excellent,Online Only,36-45,Male,Business Owner,Ahmedabad,Independent House,Luxury,Yes,Yes,Outdoor
11212,U1997,4014,Trimmer,Personal Care,view,,0,2023-10-13,25.0,Conair,United States,No,No,No,No,C,823.2,432,33700,Premium,1,Loud (56-70 dB),41,30.2,Bathroom,No,Yes,No,Yes,Yes,Yes,Red,Mixed,Small,No,Yes,,,Electric,ISI+BIS,4.3,64251,Women,High,17,No,No,Excellent,Select Cities,26-35,Female,Business Owner,Ahmedabad,Independent House,Premium,Yes,No,Fitness
11213,U1506,2859,Air Cooler,Climate,add_to_cart,,0,2023-07-05,,Dyson,United Kingdom,No,No,No,No,C,1464.9,832,48100,Premium,6,Very Loud (>70 dB),25,74.5,Bedroom,Yes,No,Yes,Yes,Yes,Yes,Stainless Steel,ABS Plastic,Extra Large,Yes,No,Analog,,Electric,CE,3.4,84180,Senior Citizens,Medium,19,No,No,Poor,Online Only,26-35,Female,Business Owner,Chennai,Apartment,Premium,Yes,Yes,Kitchen
11214,U1626,2144,WiFi Extender,Networking,purchase,4.8,1,2024-04-04,,D-Link,Taiwan,Yes,Yes,Yes,Yes,A+,100.0,44,7600,Mid-Range,3,Moderate (41-55 dB),76,87.7,Home Office,No,No,No,No,No,Yes,Red,Glass,Large,No,Yes,,Bluetooth,Electric,CE,4.1,21864,Students,High,2,Yes,No,Good,Metro Cities,26-35,Male,Student,Bangalore,Apartment,Mid-Range,No,Yes,Power
11215,U1328,2302,Lint Remover,Laundry,view,,0,2023-09-01,50.0,Onida,India,No,No,No,No,C,781.1,1170,43100,Premium,3,Very Loud (>70 dB),49,77.8,Any,No,Yes,Yes,Yes,Yes,Yes,Grey,Plastic,Medium,No,No,,,Electric,RoHS,2.6,74834,Working Professionals,Low,20,No,Yes,Average,Pan India,46-55,Male,Business Owner,Ahmedabad,Independent House,Premium,No,No,Kitchen
11216,U1471,2212,Angle Grinder,Tools,view,,0,2024-04-14,105.0,DeWalt,United States,No,No,No,No,D,3325.4,2153,29100,Premium,3,Loud (56-70 dB),26,50.5,Garage,No,No,Yes,No,No,No,Grey,Stainless Steel,Extra Large,Yes,No,,,Electric,CE+RoHS,3.9,15290,Homeowners,Low,11,No,No,Excellent,Pan India,26-35,Male,Homemaker,Hyderabad,Villa,Premium,Yes,Yes,Bathroom
11217,U1666,4370,Water Filter,Bathroom,add_to_cart,,0,2024-03-28,,Kent,India,No,No,No,No,C,3916.8,3007,36800,Premium,3,Very Loud (>70 dB),57,26.7,Bathroom,Yes,Yes,Yes,Yes,Yes,No,Matte Black,Polycarbonate,Extra Large,Yes,No,,,Electric,BIS,4.5,53224,Bachelors,High,20,Yes,Yes,Excellent,Select Cities,36-45,Male,Working Professional,Bangalore,Independent House,Premium,No,Yes,Personal Care
11218,U0742,4231,Electric Vehicle Charger,Power,view,,0,2024-07-23,209.0,Microtek,India,No,No,No,No,A+++,2504.1,1676,218500,Luxury,3,Moderate (41-55 dB),66,76.8,Garage,Yes,No,Yes,Yes,No,No,Red,Carbon Fiber,Medium,Yes,Yes,,,Electric,BIS,2.7,10099,Homeowners,Low,6,Yes,Yes,Average,Select Cities,46-55,Female,Homemaker,Ahmedabad,Independent House,Mid-Range,No,Yes,Power
11219,U0032,1991,Electric Toothbrush,Personal Care,add_to_cart,,0,2023-08-13,,Philips,Netherlands,Yes,Yes,Yes,Yes,A,1192.5,532,46100,Premium,2,Ultra Silent (<30 dB),41,59.0,Bathroom,No,Yes,Yes,Yes,No,No,Black,Stainless Steel,Extra Large,No,Yes,,WiFi+Bluetooth,Electric,BIS,4.0,11677,Women,Medium,13,No,No,Good,Online Only,26-35,Female,Working Professional,Kolkata,PG/Hostel,Premium,No,Yes,Cleaning
11220,U0274,3995,Sandwich Maker,Kitchen,purchase,5.0,1,2024-10-01,,Panasonic,Japan,No,No,No,No,C,414.3,330,3000,Mid-Range,3,Ultra Silent (<30 dB),68,39.2,Kitchen,No,No,Yes,Yes,Yes,No,White,Ceramic,Extra Large,Yes,Yes,OLED,,Electric,ISI,4.6,35904,Bachelors,High,7,Yes,No,Excellent,Online Only,36-45,Male,Working Professional,Kolkata,Apartment,Mid-Range,Yes,Yes,Outdoor
11221,U1289,551,Router,Networking,purchase,4.6,1,2023-07-17,,Synology,Taiwan,Yes,Yes,Yes,No,A,60.7,42,8100,Mid-Range,3,Moderate (41-55 dB),65,22.5,Any,No,Yes,No,No,No,No,Blue,Mixed,Medium,Yes,Yes,,Zigbee,Electric,ISI,4.8,60182,Work From Home,Medium,6,No,No,Poor,Select Cities,55+,Female,Homemaker,Hyderabad,Apartment,Mid-Range,No,No,Climate
11222,U0806,4722,Air Quality Monitor,Smart Home,wishlist,3.2,0,2023-12-07,,Samsung,South Korea,Yes,Yes,Yes,Yes,D,98.9,41,1500,Budget,2,Loud (56-70 dB),65,37.8,Bedroom,No,No,No,No,Yes,No,Rose Gold,Stainless Steel,Medium,Yes,Yes,,WiFi+Bluetooth,Dual,ISI+BIS,3.2,57003,Tech Enthusiasts,Low,8,No,No,Poor,Select Cities,36-45,Male,Student,Hyderabad,Apartment,Budget,Yes,Yes,Outdoor
11223,U1254,2844,Cooktop,Kitchen,wishlist,4.9,0,2023-06-28,,Ninja,United States,No,No,No,No,D,1506.9,1057,23600,Premium,4,Very Loud (>70 dB),26,49.5,Kitchen,No,Yes,Yes,Yes,Yes,No,White,Glass,Small,No,Yes,Analog,,Electric,ISI+BIS,4.9,29098,Students,Medium,12,No,No,Good,Pan India,36-45,Male,Homemaker,Ahmedabad,Apartment,Premium,Yes,No,Fitness
11224,U0581,1936,Yogurt Maker,Kitchen,purchase,3.4,1,2023-08-15,,KitchenAid,United States,No,No,No,No,A+++,848.5,2171,3000,Mid-Range,4,Silent (30-40 dB),73,87.9,Kitchen,No,Yes,Yes,Yes,Yes,No,Champagne,Cast Iron,Compact,No,No,Digital,,Electric,ISI,3.9,22517,Bachelors,High,4,Yes,No,Good,Pan India,55+,Female,Homemaker,Bangalore,Apartment,Mid-Range,Yes,No,Laundry
11225,U1108,2061,Freezer,Kitchen,purchase,4.2,1,2024-10-02,,LG,South Korea,No,No,No,No,A++,1417.6,573,94500,Luxury,2,Silent (30-40 dB),72,15.3,Kitchen,No,No,Yes,Yes,Yes,No,Blue,Plastic,Extra Large,Yes,No,LED,,Electric,BIS,3.9,3984,Students,Medium,14,Yes,No,Excellent,Online Only,18-25,Female,Business Owner,Pune,Independent House,Luxury,No,Yes,Bathroom
11226,U1954,2316,Electric Blanket,Personal Care,purchase,5.0,1,2024-04-27,,Vega,India,No,No,No,No,B,3909.7,1583,6000,Mid-Range,2,Very Loud (>70 dB),69,8.3,Bedroom,No,Yes,No,Yes,Yes,No,Stainless Steel,Carbon Fiber,Compact,No,Yes,,,Electric,CE+RoHS,4.3,2486,Students,Low,10,No,Yes,Average,Metro Cities,18-25,Male,Working Professional,Pune,Independent House,Mid-Range,No,Yes,Decor
11227,U0044,4021,Chainsaw,Tools,view,,0,2023-09-16,104.0,Canon,Japan,No,No,No,No,B,811.2,2515,55500,Premium,3,Silent (30-40 dB),46,73.7,Any,No,No,No,Yes,Yes,No,Grey,Plastic,Extra Large,No,No,,,Electric,CE,4.4,50615,Professionals,Low,11,Yes,No,Poor,Select Cities,36-45,Female,Working Professional,Hyderabad,Apartment,Mid-Range,Yes,Yes,Tools
11228,U1913,923,Grill Microwave,Kitchen,view,,0,2023-02-09,43.0,Philips,Netherlands,No,No,No,No,A+++,797.0,745,7700,Mid-Range,2,Loud (56-70 dB),74,64.7,Kitchen,No,No,Yes,Yes,Yes,Yes,Black,Glass,Small,No,No,LCD,,Electric,Energy Star,3.1,35648,Bachelors,Medium,15,Yes,No,Excellent,Online Only,26-35,Male,Homemaker,Bangalore,Apartment,Mid-Range,No,Yes,Climate
11229,U0615,4618,Smart Hub,Networking,wishlist,3.7,0,2023-03-16,,Synology,Taiwan,Yes,Yes,No,Yes,C,7.6,14,24700,Premium,3,Loud (56-70 dB),58,74.9,Any,No,No,No,Yes,No,No,Gold,Ceramic,Large,Yes,Yes,,,Electric,RoHS,4.0,80908,Gamers,Low,4,Yes,No,Excellent,Metro Cities,26-35,Female,Homemaker,Bangalore,Apartment,Mid-Range,Yes,Yes,Networking
11230,U1567,1402,Smart Curtain Motor,Smart Home,purchase,4.8,1,2023-11-18,,Samsung,South Korea,Yes,Yes,Yes,Yes,A+,143.1,63,16100,Premium,2,Very Loud (>70 dB),76,67.5,Bedroom,No,No,No,Yes,No,Yes,Silver,Aluminum,Medium,Yes,Yes,,,Electric,ISI,4.8,97589,Bachelors,Medium,16,Yes,No,Poor,Online Only,46-55,Other,Working Professional,Lucknow,Apartment,Premium,Yes,Yes,Outdoor
11231,U1819,2173,Basement Dehumidifier,Outdoor,view,,0,2023-08-01,19.0,Texmo,India,No,No,No,No,B,9421.4,4390,112600,Luxury,4,Loud (56-70 dB),57,57.3,Garage,Yes,No,No,Yes,Yes,No,Stainless Steel,ABS Plastic,Large,No,No,,,Electric,BIS+ISI,3.0,23693,Homeowners,Medium,16,No,Yes,Poor,Online Only,36-45,Male,Student,Mumbai,PG/Hostel,Budget,No,Yes,Outdoor
11232,U1100,2755,Heating Pad,Personal Care,view,,0,2023-10-13,53.0,Conair,United States,Yes,Yes,No,Yes,A+,1046.4,1695,5200,Mid-Range,3,Loud (56-70 dB),52,40.1,Bathroom,No,Yes,Yes,Yes,No,No,Red,Ceramic,Large,No,Yes,,WiFi,Electric,ISI+BIS,3.5,48619,Working Professionals,Medium,19,Yes,No,Poor,Online Only,26-35,Male,Student,Lucknow,Apartment,Mid-Range,No,Yes,Laundry
11233,U1310,4396,Space Heater,Climate,view,,0,2023-03-24,31.0,Dyson,United Kingdom,No,No,No,No,B,5949.7,2467,199200,Luxury,5,Silent (30-40 dB),62,2.6,Any,Yes,Yes,Yes,Yes,Yes,Yes,Rose Gold,Mixed,Extra Large,Yes,No,Analog,,Electric,CE,3.8,20475,Senior Citizens,High,17,Yes,No,Average,Metro Cities,36-45,Male,Homemaker,Ahmedabad,Apartment,Premium,Yes,No,Climate
11234,U1785,864,Laminator,Tools,purchase,3.9,1,2024-08-21,,Black & Decker,United States,Yes,No,No,No,C,1446.1,694,50100,Premium,1,Ultra Silent (<30 dB),46,48.5,Any,No,No,No,Yes,No,No,Blue,Glass,Small,No,Yes,,,Electric,ISI+BIS,4.1,14616,Professionals,High,14,Yes,No,Good,Metro Cities,46-55,Female,Homemaker,Jaipur,Apartment,Premium,No,Yes,Bathroom
11235,U1965,2672,Bread Maker,Kitchen,purchase,4.1,1,2024-10-25,,KitchenAid,United States,No,No,No,No,D,2101.5,2521,140200,Luxury,4,Moderate (41-55 dB),76,45.2,Kitchen,No,Yes,Yes,Yes,Yes,Yes,Rose Gold,Ceramic,Small,No,No,Analog,,Electric,ISI+BIS,3.4,78852,Students,Medium,8,No,No,Average,Metro Cities,26-35,Male,Working Professional,Lucknow,Apartment,Mid-Range,No,No,Kitchen
11236,U0035,4339,Electric Skillet,Kitchen,view,,0,2024-03-25,26.0,Philips,Netherlands,No,No,No,No,A++,581.1,239,36200,Premium,3,Moderate (41-55 dB),68,84.2,Kitchen,No,No,Yes,Yes,Yes,No,Dark Blue,Aluminum,Compact,No,No,OLED,,Electric,ISI,2.7,91307,Students,Medium,8,Yes,No,Good,Online Only,36-45,Male,Homemaker,Delhi,Villa,Mid-Range,No,No,Kitchen
11237,U1936,3100,Cooktop,Kitchen,purchase,3.1,1,2023-09-25,,Morphy Richards,United Kingdom,No,No,No,No,B,5107.1,2048,2100,Budget,3,Ultra Silent (<30 dB),76,9.0,Kitchen,No,No,Yes,Yes,Yes,No,Matte Black,Cast Iron,Medium,Yes,No,LCD,,Electric,Energy Star,3.0,17816,Families,High,5,No,No,Poor,Online Only,36-45,Female,Student,Pune,Apartment,Budget,No,No,Smart Home
11238,U0521,2924,Pressure Cooker,Kitchen,view,,0,2023-04-21,60.0,Whirlpool,United States,No,No,No,No,A,3069.8,1772,1100,Budget,3,Very Loud (>70 dB),51,38.8,Kitchen,No,No,Yes,Yes,Yes,No,Stainless Steel,ABS Plastic,Small,Yes,No,OLED,,Electric,CE,4.4,59498,Families,Medium,17,Yes,No,Good,Metro Cities,18-25,Male,Student,Lucknow,Villa,Budget,No,No,Fitness
11239,U1268,4861,Elliptical Trainer,Fitness,view,,0,2023-09-15,307.0,Peloton,United States,No,No,No,No,A+,723.4,507,33600,Premium,3,Silent (30-40 dB),61,56.6,Garage,No,No,No,Yes,Yes,No,Gold,ABS Plastic,Compact,Yes,No,Digital,,Electric,BIS,2.6,55004,Senior Citizens,Low,16,Yes,No,Good,Online Only,55+,Female,Student,Pune,Independent House,Budget,Yes,Yes,Fitness
11240,U1991,4362,Electric Oven,Kitchen,add_to_cart,,0,2024-11-27,,Sage,Australia,Yes,Yes,Yes,No,D,3967.7,1706,37100,Premium,2,Silent (30-40 dB),68,47.7,Kitchen,No,No,Yes,Yes,Yes,No,Stainless Steel,Aluminum,Extra Large,Yes,Yes,Digital,Z-Wave,Electric,ISI+BIS,2.8,73194,Working Professionals,Medium,6,No,No,Good,Select Cities,46-55,Male,Working Professional,Bangalore,Independent House,Premium,Yes,Yes,Networking
11241,U1025,3564,Electric Grill,Kitchen,view,,0,2024-03-15,83.0,Prestige,India,No,No,No,No,A+++,781.4,833,4200,Mid-Range,2,Moderate (41-55 dB),55,30.5,Kitchen,No,Yes,Yes,Yes,Yes,Yes,Matte Black,Glass,Extra Large,No,Yes,OLED,,Electric,CE+RoHS,5.0,6759,Families,High,13,Yes,Yes,Good,Select Cities,18-25,Male,Student,Lucknow,Apartment,Mid-Range,No,Yes,Bathroom
11242,U1306,1338,Freezer,Kitchen,add_to_cart,,0,2023-03-13,,De'Longhi,Italy,No,No,No,No,A+++,3018.1,2327,8400,Mid-Range,4,Very Loud (>70 dB),48,4.9,Kitchen,No,Yes,Yes,Yes,Yes,No,Gold,Glass,Compact,Yes,No,OLED,,Electric,BIS+ISI,5.0,80265,Couples,Low,10,Yes,No,Excellent,Metro Cities,26-35,Male,Working Professional,Chennai,Apartment,Mid-Range,Yes,Yes,Entertainment
11243,U0606,3297,Dough Maker,Kitchen,view,,0,2023-08-09,129.0,Inalsa,India,Yes,No,No,No,A++,854.1,2177,105100,Luxury,2,Very Loud (>70 dB),46,45.2,Kitchen,No,Yes,Yes,Yes,Yes,Yes,Black,Carbon Fiber,Small,Yes,Yes,LCD,,Electric,Energy Star,4.6,86444,Students,Low,19,Yes,Yes,Good,Metro Cities,18-25,Female,Student,Kolkata,Independent House,Mid-Range,No,Yes,Kitchen
11244,U1928,2501,Angle Grinder,Tools,view,,0,2023-05-04,56.0,Stanley,United States,Yes,Yes,No,Yes,A++,1538.7,795,41800,Premium,3,Very Loud (>70 dB),30,63.1,Outdoor,No,No,Yes,Yes,No,No,Rose Gold,Glass,Large,Yes,Yes,,Bluetooth,Electric,BIS+ISI,3.1,54456,Professionals,Low,6,Yes,No,Good,Metro Cities,36-45,Male,Business Owner,Hyderabad,Apartment,Premium,No,No,Fitness
11245,U0571,3348,Built In Oven,Kitchen,add_to_cart,,0,2024-03-01,,LG,South Korea,Yes,No,No,No,D,895.4,1232,13100,Mid-Range,3,Moderate (41-55 dB),58,46.4,Kitchen,No,No,Yes,Yes,Yes,No,Black,Mixed,Extra Large,No,Yes,,,Electric,BIS,3.8,57466,Working Professionals,Medium,11,Yes,No,Average,Select Cities,26-35,Male,Working Professional,Jaipur,Apartment,Mid-Range,Yes,No,Security
11246,U1376,849,Hair Dryer,Personal Care,view,,0,2023-10-04,27.0,Oral-B,United States,No,No,No,No,A,93.9,281,2300,Budget,3,Silent (30-40 dB),78,1.8,Bathroom,No,Yes,No,Yes,Yes,No,Blue,Glass,Medium,Yes,No,,,Electric,Energy Star,3.2,28628,Men,High,14,No,No,Average,Select Cities,36-45,Male,Student,Hyderabad,Independent House,Budget,No,No,Decor
11247,U0498,1978,Hair Dryer,Personal Care,add_to_cart,,0,2023-07-15,,Havells,India,No,No,No,No,B,808.2,917,10200,Mid-Range,2,Loud (56-70 dB),45,36.5,Bedroom,No,Yes,No,Yes,Yes,No,Rose Gold,Plastic,Compact,Yes,No,,,Electric,ISI,2.6,47236,Working Professionals,High,13,No,Yes,Average,Select Cities,26-35,Female,Homemaker,Jaipur,Apartment,Mid-Range,Yes,Yes,Fitness
11248,U0915,1465,Handheld Vacuum,Cleaning,wishlist,3.6,0,2023-04-03,,iRobot,United States,No,No,No,No,A++,1848.8,1563,14500,Mid-Range,3,Moderate (41-55 dB),39,63.1,Living Room,No,Yes,Yes,No,No,Yes,White,ABS Plastic,Compact,No,No,,,Electric,BIS+ISI,3.0,13065,Bachelors,High,14,Yes,No,Good,Select Cities,26-35,Female,Working Professional,Jaipur,Villa,Mid-Range,No,No,Networking
11249,U0435,391,Electric Pressure Cooker,Kitchen,view,,0,2024-10-03,102.0,Prestige,India,No,No,No,No,A,603.2,892,53800,Premium,3,Moderate (41-55 dB),70,53.8,Kitchen,No,Yes,Yes,Yes,Yes,No,Rose Gold,Carbon Fiber,Large,Yes,Yes,LCD,,Electric,BIS+ISI,4.3,90179,Bachelors,Low,12,No,Yes,Poor,Metro Cities,26-35,Male,Working Professional,Chennai,Apartment,Premium,Yes,Yes,Networking
11250,U1707,707,Projector,Entertainment,view,,0,2023-08-11,0.0,Google,United States,Yes,Yes,Yes,Yes,A,587.7,245,460300,Luxury,1,Loud (56-70 dB),39,63.1,Living Room,No,Yes,No,No,No,No,White,ABS Plastic,Extra Large,Yes,Yes,Digital,Z-Wave,Electric,RoHS,3.2,33398,Students,High,3,No,No,Average,Metro Cities,26-35,Male,Business Owner,Hyderabad,Apartment,Luxury,No,Yes,Kitchen
11251,U0225,1170,Smart Door Lock,Security,wishlist,4.2,0,2023-05-03,,D-Link,Taiwan,Yes,Yes,No,Yes,A+,78.1,72,77000,Luxury,3,Silent (30-40 dB),28,84.8,Any,Yes,Yes,No,Yes,Yes,No,Gold,Plastic,Medium,No,Yes,,Zigbee,Solar,Energy Star,4.3,33377,Homeowners,High,6,Yes,No,Poor,Metro Cities,26-35,Male,Business Owner,Ahmedabad,Apartment,Luxury,No,Yes,Cleaning
11252,U1176,1078,Electric Mop,Cleaning,purchase,3.2,1,2024-05-19,,Black & Decker,United States,No,No,No,No,A+,395.2,715,1500,Budget,2,Silent (30-40 dB),73,16.7,Kitchen,No,No,Yes,No,Yes,Yes,Red,Stainless Steel,Compact,Yes,Yes,,,Electric,CE,2.9,63929,Offices,Medium,4,Yes,No,Good,Pan India,26-35,Female,Student,Bangalore,Independent House,Budget,Yes,Yes,Outdoor
11253,U1465,3308,Digital Photo Frame,Entertainment,view,,0,2023-10-08,209.0,Vu,India,Yes,No,No,No,A+,1055.5,457,73600,Luxury,2,Ultra Silent (<30 dB),58,46.3,Home Office,No,No,No,Yes,No,No,White,Mixed,Large,Yes,Yes,OLED,,Electric,BIS,3.8,34399,Bachelors,High,20,Yes,Yes,Excellent,Pan India,18-25,Male,Student,Mumbai,Independent House,Mid-Range,Yes,Yes,Entertainment
11254,U0889,1414,Scanner,Tools,view,,0,2024-12-02,174.0,DeWalt,United States,No,No,No,No,A,6640.5,2915,44800,Premium,1,Moderate (41-55 dB),68,5.0,Outdoor,No,No,No,Yes,No,No,Dark Blue,Mixed,Compact,No,No,,,Electric,Energy Star,4.2,47825,DIY Enthusiasts,High,15,Yes,No,Excellent,Metro Cities,36-45,Male,Working Professional,Kolkata,Independent House,Premium,Yes,Yes,Entertainment
11255,U0765,2185,Digital Safe,Security,view,,0,2023-12-20,66.0,Hikvision,China,Yes,Yes,Yes,Yes,A+,22.3,17,2800,Budget,3,Loud (56-70 dB),56,19.6,Garage,Yes,Yes,No,Yes,No,Yes,Gold,Plastic,Large,No,Yes,,,Battery,BIS+ISI,3.1,67689,Renters,Low,9,Yes,No,Excellent,Select Cities,36-45,Male,Student,Jaipur,Villa,Budget,Yes,No,Hobby
