Interaction_ID,User_ID,Appliance_ID,Home_Appliance,Category,Event_Type,User_Rating_Given,Purchased,Interaction_Date,Session_Duration_sec
12811,U0123,2505,Countertop Dishwasher,Cleaning,purchase,2.8,1,2024-01-26,
12812,U1582,3607,Scanner,Tools,purchase,3.5,1,2023-09-26,
12813,U0732,1333,Massager,Personal Care,view,,0,2023-03-30,124.0
12814,U0204,2215,DVD Player,Entertainment,view,,0,2024-09-03,138.0
12815,U0560,1346,Sprinkler System,Tools,view,,0,2023-08-08,122.0
12816,U0137,618,Projector,Entertainment,view,,0,2023-10-04,35.0
12817,U0595,10,Sandwich Maker,Kitchen,add_to_cart,,0,2023-02-06,
12818,U1659,3974,Baby Food Maker,Kitchen,add_to_cart,,0,2023-06-09,
12819,U1761,3455,Wall Clock,Decor,view,,0,2024-09-25,85.0
12820,U1426,4779,Foot Massager,Personal Care,purchase,3.6,1,2024-08-05,
12821,U0337,3636,Router,Networking,view,,0,2024-12-26,102.0
12822,U0780,3802,Washer Dryer Combo,Laundry,add_to_cart,,0,2023-10-28,
12823,U0182,3688,Electric Lunch Box,Kitchen,view,,0,2023-05-13,281.0
12824,U0054,1375,Cooktop,Kitchen,purchase,3.4,1,2023-02-13,
12825,U0123,3311,Security Camera,Security,view,,0,2024-04-01,42.0
12826,U1269,2919,Stand Mixer,Kitchen,add_to_cart,,0,2024-07-02,
12827,U1169,4217,Coffee Grinder,Kitchen,view,,0,2024-05-07,71.0
12828,U1958,2426,Smart Washer,Laundry,view,,0,2024-03-24,62.0
12829,U1781,1023,Electric Fireplace,Climate,add_to_cart,,0,2024-06-24,
12830,U0272,2003,Wall Clock,Decor,view,,0,2023-01-13,172.0
12831,U0850,575,Electric Drill,Tools,view,,0,2024-03-17,135.0
12832,U1437,2800,Chapati Maker,Kitchen,view,,0,2023-01-12,73.0
12833,U1098,4195,Trimmer,Personal Care,view,,0,2023-06-10,383.0
12834,U1632,862,Security Camera,Security,purchase,3.7,1,2024-04-21,
12835,U0917,4458,Mini Fridge,Kitchen,view,,0,2023-08-03,25.0
12836,U0036,3897,Hair Straightener,Personal Care,view,,0,2023-12-07,195.0
12837,U1801,1078,Electric Mop,Cleaning,view,,0,2024-05-04,49.0
12838,U1084,3264,Waffle Maker,Kitchen,wishlist,3.1,0,2023-02-08,
12839,U0800,3451,Bread Maker,Kitchen,view,,0,2024-01-29,19.0
12840,U1147,557,Vacuum Cleaner,Cleaning,add_to_cart,,0,2024-11-01,
12841,U1270,3537,Aquarium Filter,Pet,view,,0,2023-07-14,62.0
12842,U1949,4015,Smoke Detector,Security,wishlist,4.0,0,2024-02-04,
12843,U1768,1740,Fabric Shaver,Laundry,purchase,5.0,1,2023-12-07,
12844,U0792,4924,Panini Press,Kitchen,view,,0,2023-07-02,9.0
12845,U1067,4925,Smart Door Lock,Security,add_to_cart,,0,2024-02-18,
12846,U1844,2645,Wall Clock,Decor,view,,0,2024-09-28,141.0
12847,U1592,2978,Water Flosser,Personal Care,wishlist,1.5,0,2024-06-08,
12848,U0432,1303,Steam Iron,Laundry,wishlist,3.5,0,2023-12-09,
12849,U1635,1428,Washing Machine,Laundry,add_to_cart,,0,2024-02-02,
12850,U1936,4653,Mini Fridge,Kitchen,add_to_cart,,0,2024-12-20,
12851,U1826,4834,Deep Fryer,Kitchen,add_to_cart,,0,2024-07-29,
12852,U0920,196,Portable Dishwasher,Cleaning,purchase,4.6,1,2024-02-20,
12853,U0828,4126,Smoke Detector,Security,view,,0,2024-01-29,296.0
12854,U1452,138,Built In Microwave,Kitchen,purchase,4.7,1,2023-01-15,
12855,U0942,4911,Electric Shaver,Personal Care,add_to_cart,,0,2024-10-10,
12856,U1571,2901,Voltage Stabilizer,Power,purchase,5.0,1,2024-06-16,
12857,U0608,4618,Smart Hub,Networking,purchase,4.4,1,2024-09-08,
12858,U0158,2373,3D Printer,Hobby,purchase,4.5,1,2023-11-09,
12859,U0961,1584,Electric Stove,Kitchen,purchase,3.4,1,2024-12-02,
12860,U1600,2109,Weather Station,Smart Home,view,,0,2024-04-17,157.0
12861,U1850,2031,WiFi Extender,Networking,wishlist,3.2,0,2024-12-31,
12862,U1483,3095,Window Cleaner Robot,Cleaning,purchase,5.0,1,2023-06-26,
12863,U0579,3545,Smoke Detector,Security,add_to_cart,,0,2023-05-07,
12864,U1431,285,WiFi Extender,Networking,view,,0,2023-11-23,387.0
12865,U1350,571,Fabric Shaver,Laundry,view,,0,2024-11-22,0.0
12866,U0157,2721,DVD Player,Entertainment,purchase,2.8,1,2023-09-16,
12867,U0243,3526,Dishwasher,Cleaning,purchase,2.6,1,2024-05-22,
12868,U1441,736,Citrus Juicer,Kitchen,purchase,3.1,1,2024-12-10,
12869,U1830,2764,Hot Dog Maker,Kitchen,purchase,5.0,1,2024-11-22,
12870,U0684,278,Hair Curler,Personal Care,add_to_cart,,0,2024-03-13,
12871,U1957,2629,Air Purifier,Climate,wishlist,4.1,0,2023-07-01,
12872,U0458,2433,Clothes Dryer,Laundry,view,,0,2023-06-06,214.0
12873,U0390,3372,Egg Cooker,Kitchen,purchase,5.0,1,2023-08-26,
12874,U0649,1490,Ceiling Fan,Climate,view,,0,2024-12-24,122.0
12875,U0190,1779,Misting Fan,Climate,purchase,3.0,1,2023-06-03,
12876,U0419,633,Countertop Dishwasher,Cleaning,add_to_cart,,0,2023-11-03,
12877,U1440,1867,Electric Toothbrush,Personal Care,view,,0,2024-04-17,308.0
12878,U0104,4227,RO Purifier,Bathroom,purchase,3.8,1,2024-12-22,
12879,U1261,4215,Electric Blanket,Personal Care,wishlist,3.2,0,2023-01-23,
12880,U1242,4818,Heater,Climate,purchase,4.6,1,2024-07-24,
12881,U1257,2786,Pet Feeder,Pet,wishlist,4.4,0,2024-05-07,
12882,U0561,1293,Electric Tandoor,Kitchen,view,,0,2024-12-22,156.0
12883,U1711,1439,Sprinkler System,Tools,purchase,4.6,1,2024-08-06,
12884,U0782,4742,Dehumidifier,Climate,view,,0,2023-05-14,236.0
12885,U0314,2316,Electric Blanket,Personal Care,purchase,4.2,1,2023-03-04,
12886,U0154,1225,Range Hood,Kitchen,purchase,3.5,1,2023-03-19,
12887,U1564,1376,Countertop Dishwasher,Cleaning,view,,0,2023-10-21,549.0
12888,U1959,3694,Window Cleaner Robot,Cleaning,purchase,3.1,1,2024-05-16,
12889,U1082,2247,Central Vacuum System,Cleaning,view,,0,2024-07-17,80.0
12890,U0640,1494,Leaf Blower,Tools,view,,0,2024-08-20,101.0
12891,U0417,2783,Door Intercom,Security,wishlist,4.4,0,2023-09-21,
12892,U0499,3604,Heating Pad,Personal Care,purchase,4.5,1,2023-02-07,
12893,U1077,100,Bidet Seat,Bathroom,wishlist,4.0,0,2024-10-19,
12894,U0018,1250,Smart Door Lock,Security,purchase,4.4,1,2023-03-07,
12895,U0671,4510,Sprinkler System,Tools,add_to_cart,,0,2023-05-22,
12896,U0008,2272,Range Hood,Kitchen,view,,0,2023-05-21,573.0
12897,U0981,4170,Label Maker,Tools,purchase,4.0,1,2024-01-07,
12898,U1248,2518,Hair Straightener,Personal Care,view,,0,2024-08-19,64.0
12899,U1033,2124,Air Quality Monitor,Smart Home,add_to_cart,,0,2023-08-01,
12900,U1619,286,Epilator,Personal Care,add_to_cart,,0,2024-03-12,
12901,U1276,2272,Range Hood,Kitchen,add_to_cart,,0,2024-10-08,
12902,U0962,741,Hair Dryer,Personal Care,view,,0,2023-04-10,72.0
12903,U1805,3698,Soundbar,Entertainment,view,,0,2023-05-25,102.0
12904,U0549,4143,Terrarium Heater,Pet,wishlist,3.3,0,2023-04-23,
12905,U0749,394,Smart Vacuum,Cleaning,purchase,4.4,1,2023-05-19,
12906,U0488,3171,Electric Scooter Charger,Power,view,,0,2023-03-13,302.0
12907,U1915,3424,Basement Dehumidifier,Outdoor,wishlist,4.6,0,2023-03-28,
12908,U0899,1939,Smart Switch,Smart Home,view,,0,2024-01-28,77.0
12909,U1743,4988,Air Conditioner,Climate,view,,0,2024-09-14,81.0
12910,U1583,3968,Scanner,Tools,add_to_cart,,0,2023-09-02,
12911,U0899,4647,Printer,Tools,purchase,4.8,1,2024-02-16,
12912,U1396,4646,Lint Remover,Laundry,view,,0,2024-05-18,0.0
12913,U0288,3522,Cooktop,Kitchen,purchase,4.3,1,2023-03-25,
12914,U1495,657,Clock,Decor,purchase,1.9,1,2023-08-11,
12915,U0815,1974,Router,Networking,view,,0,2024-01-11,24.0
12916,U0205,2314,Smart Thermostat,Climate,add_to_cart,,0,2024-12-25,
12917,U1147,1519,UV Water Purifier,Bathroom,purchase,3.9,1,2023-10-25,
12918,U1031,4956,Electric Grill,Kitchen,view,,0,2023-03-11,222.0
12919,U1046,4779,Foot Massager,Personal Care,view,,0,2023-12-13,141.0
12920,U0044,4822,Automatic Pet Water Fountain,Pet,add_to_cart,,0,2024-03-26,
12921,U0794,1142,Built In Oven,Kitchen,view,,0,2024-03-17,133.0
12922,U1991,4541,Iron,Laundry,add_to_cart,,0,2024-07-09,
12923,U0282,3607,Scanner,Tools,view,,0,2023-03-18,29.0
12924,U1797,4846,Projector,Entertainment,add_to_cart,,0,2023-09-28,
12925,U0135,4046,Electric Toothbrush,Personal Care,add_to_cart,,0,2024-01-21,
12926,U1470,2601,Aquarium Filter,Pet,purchase,3.2,1,2024-03-24,
12927,U1931,4949,Home Automation Controller,Networking,view,,0,2024-10-07,124.0
12928,U0798,1819,Refrigerator,Kitchen,purchase,5.0,1,2024-04-30,
12929,U1299,3508,Water Flosser,Personal Care,purchase,1.9,1,2023-05-23,
12930,U1709,831,Towel Warmer,Bathroom,purchase,3.4,1,2024-12-21,
12931,U1589,4298,Aquarium Filter,Pet,view,,0,2024-08-08,174.0
12932,U0521,2194,Central Vacuum System,Cleaning,view,,0,2023-02-20,57.0
12933,U1288,3699,Emergency Light,Security,view,,0,2024-11-03,22.0
12934,U1534,2305,Space Heater,Climate,view,,0,2023-11-20,29.0
12935,U1807,561,UV Water Purifier,Bathroom,view,,0,2023-03-08,7.0
12936,U0032,4161,Pressure Washer,Cleaning,add_to_cart,,0,2024-01-28,
12937,U1908,1048,Printer,Tools,purchase,3.9,1,2024-08-01,
12938,U1587,3689,Exhaust Fan,Climate,view,,0,2024-11-03,83.0
12939,U0782,3977,Central Vacuum System,Cleaning,add_to_cart,,0,2024-07-09,
12940,U0519,1863,Garment Steamer,Laundry,purchase,3.2,1,2024-11-23,
12941,U1084,3886,Basement Dehumidifier,Outdoor,add_to_cart,,0,2023-10-05,
12942,U0593,3114,Automatic Pet Water Fountain,Pet,add_to_cart,,0,2023-10-08,
12943,U0542,3940,Air Quality Monitor,Smart Home,wishlist,4.6,0,2024-07-01,
12944,U1758,145,Chainsaw,Tools,purchase,4.3,1,2024-03-05,
12945,U1636,353,Smart TV,Entertainment,add_to_cart,,0,2023-06-21,
12946,U0865,3226,Food Processor,Kitchen,add_to_cart,,0,2023-01-13,
12947,U1171,3673,Digital Safe,Security,wishlist,2.3,0,2023-09-12,
12948,U1295,2595,Pool Pump,Outdoor,view,,0,2023-11-19,35.0
12949,U1698,1252,WiFi Extender,Networking,view,,0,2023-03-21,446.0
12950,U0759,2664,Smart Bulb,Smart Home,view,,0,2024-05-02,182.0
12951,U0170,1234,Security Camera,Security,view,,0,2024-03-23,82.0
12952,U0172,3033,Home Server,Networking,purchase,3.8,1,2024-10-23,
12953,U1378,906,Window Air Conditioner,Climate,add_to_cart,,0,2023-05-04,
12954,U1854,2068,Landline Phone,Smart Home,view,,0,2024-08-28,425.0
12955,U1540,459,Alarm System,Security,wishlist,3.7,0,2023-07-15,
12956,U0055,2465,Lint Remover,Laundry,view,,0,2023-09-15,119.0
12957,U1641,2580,WiFi Extender,Networking,add_to_cart,,0,2024-03-22,
12958,U0355,2810,Alarm Clock,Decor,purchase,3.5,1,2024-09-12,
12959,U1521,3638,Electric Skillet,Kitchen,purchase,3.8,1,2024-12-11,
12960,U0528,1670,Electric Tandoor,Kitchen,add_to_cart,,0,2024-01-10,
12961,U0849,1952,Attic Fan,Climate,purchase,4.6,1,2023-08-31,
12962,U1161,4208,Electric Tandoor,Kitchen,add_to_cart,,0,2024-03-23,
12963,U0735,143,Foot Massager,Personal Care,view,,0,2024-04-04,42.0
12964,U0931,3244,Ice Cream Maker,Kitchen,purchase,4.0,1,2023-01-18,
12965,U0342,2695,Video Doorbell,Security,view,,0,2023-10-12,151.0
12966,U1307,2863,Exhaust Fan,Climate,view,,0,2024-03-04,253.0
12967,U1152,567,Lawn Mower,Tools,add_to_cart,,0,2024-02-21,
12968,U1543,1655,Cold Press Juicer,Kitchen,view,,0,2024-11-14,110.0
12969,U1763,4142,Bathroom Exhaust Fan,Bathroom,view,,0,2024-10-02,49.0
12970,U1719,2368,Blender,Kitchen,view,,0,2024-04-12,33.0
12971,U0094,432,Floor Polisher,Cleaning,view,,0,2024-06-13,41.0
12972,U1433,4006,Electric Blanket,Personal Care,view,,0,2023-11-14,42.0
12973,U0218,851,Sewing Machine,Hobby,purchase,5.0,1,2023-01-28,
12974,U1459,4738,Aquarium Filter,Pet,view,,0,2024-08-24,34.0
12975,U1394,2418,Tankless Water Heater,Bathroom,wishlist,2.4,0,2024-01-21,
12976,U0537,2001,Coffee Maker,Kitchen,add_to_cart,,0,2023-04-20,
12977,U1596,864,Laminator,Tools,view,,0,2023-01-12,95.0
12978,U0638,4700,Table Fan,Climate,purchase,4.0,1,2023-09-10,
12979,U1822,2186,Pool Pump,Outdoor,purchase,4.0,1,2023-03-17,
12980,U0764,2519,Portable Dishwasher,Cleaning,add_to_cart,,0,2023-05-01,
12981,U1039,2560,Foot Massager,Personal Care,wishlist,4.6,0,2023-07-28,
12982,U1106,4006,Electric Blanket,Personal Care,view,,0,2023-10-17,158.0
12983,U0664,4286,Label Maker,Tools,wishlist,4.1,0,2023-08-07,
12984,U0571,2521,Smart Bulb,Smart Home,view,,0,2024-01-14,96.0
12985,U0410,2442,Toaster Oven,Kitchen,add_to_cart,,0,2023-03-29,
12986,U0523,3450,Iron,Laundry,wishlist,3.2,0,2023-09-14,
12987,U0756,1334,Jacuzzi Pump,Bathroom,add_to_cart,,0,2024-04-05,
12988,U0749,2632,Hot Plate,Kitchen,add_to_cart,,0,2024-03-13,
12989,U1758,3511,Paper Shredder,Tools,add_to_cart,,0,2024-05-08,
12990,U0081,1495,Emergency Light,Security,view,,0,2023-03-16,189.0
12991,U1244,3984,Bathroom Exhaust Fan,Bathroom,purchase,4.7,1,2023-02-26,
12992,U0818,2494,Attic Fan,Climate,view,,0,2024-12-06,114.0
12993,U0253,451,Lint Remover,Laundry,purchase,3.1,1,2023-05-24,
12994,U0708,4701,Electric Vehicle Charger,Power,view,,0,2023-04-10,29.0
12995,U1035,12,Wall Clock,Decor,add_to_cart,,0,2023-03-16,
12996,U0886,1366,Bathroom Exhaust Fan,Bathroom,add_to_cart,,0,2023-02-14,
12997,U1150,3120,Tea Maker,Kitchen,wishlist,5.0,0,2024-06-05,
12998,U0503,2313,CCTV System,Security,purchase,4.0,1,2023-06-16,
12999,U0996,4294,Cooktop,Kitchen,wishlist,4.7,0,2024-11-13,
13000,U0099,2725,Ice Cream Maker,Kitchen,view,,0,2023-05-11,30.0
13001,U1436,1710,Subwoofer,Entertainment,wishlist,4.1,0,2023-02-09,
13002,U0253,4218,Wall Clock,Decor,purchase,4.4,1,2024-01-17,
13003,U0385,1612,Sandwich Maker,Kitchen,view,,0,2024-09-23,116.0
13004,U1205,3110,Window Cleaner Robot,Cleaning,view,,0,2024-01-09,254.0
13005,U1130,2879,Heater,Climate,view,,0,2024-04-06,154.0
13006,U0285,115,Hair Straightener,Personal Care,add_to_cart,,0,2023-05-19,
13007,U1991,4165,Smart Air Conditioner,Climate,purchase,3.7,1,2024-01-23,
13008,U0990,2024,Chainsaw,Tools,purchase,4.3,1,2023-10-19,
13009,U0386,1627,Electric Vehicle Charger,Power,purchase,3.6,1,2023-01-03,
13010,U0652,4643,Induction Cooktop,Kitchen,view,,0,2024-11-19,16.0
13011,U1044,3719,Clock,Decor,view,,0,2024-07-08,291.0
13012,U1457,1595,Mini Fridge,Kitchen,wishlist,5.0,0,2024-09-23,
13013,U0570,1634,Fermentation Crock,Hobby,view,,0,2024-05-21,47.0
13014,U1150,3150,Smart Garage Door Opener,Security,wishlist,3.0,0,2024-01-03,
13015,U0699,2259,Handheld Vacuum,Cleaning,view,,0,2024-09-22,146.0
13016,U1885,4270,Aquarium Heater,Pet,view,,0,2023-02-02,100.0
13017,U1755,4738,Aquarium Filter,Pet,wishlist,3.5,0,2024-10-15,
13018,U1277,3813,Speakers,Entertainment,view,,0,2024-03-07,43.0
13019,U1165,1391,Kitchen Chimney,Kitchen,add_to_cart,,0,2024-03-31,
13020,U0794,952,Clock,Decor,view,,0,2024-08-04,525.0
13021,U1584,2552,Citrus Juicer,Kitchen,wishlist,4.6,0,2023-05-10,
13022,U1838,3768,Electric Toothbrush,Personal Care,purchase,4.6,1,2023-09-09,
13023,U1997,1331,Water Dispenser,Kitchen,wishlist,2.8,0,2024-01-27,
13024,U0597,3267,Air Quality Monitor,Smart Home,view,,0,2024-07-09,59.0
13025,U0910,708,Smart Plug,Smart Home,purchase,5.0,1,2024-10-18,
13026,U0522,1591,Hedge Trimmer,Tools,purchase,3.2,1,2024-08-27,
13027,U0793,16,Smart Switch,Smart Home,view,,0,2023-10-17,21.0
13028,U1539,2932,Hot Plate,Kitchen,purchase,4.1,1,2024-12-04,
13029,U0503,348,Juicer,Kitchen,purchase,3.8,1,2023-12-29,
13030,U0408,3161,UPS,Power,purchase,4.7,1,2024-10-18,
13031,U1294,4582,Exhaust Fan,Climate,view,,0,2024-02-08,121.0
13032,U0901,777,Clock,Decor,add_to_cart,,0,2024-07-07,
13033,U1335,898,Smart Bulb,Smart Home,purchase,4.7,1,2023-12-15,
13034,U1524,1115,Soundbar,Entertainment,wishlist,4.8,0,2023-05-16,
13035,U1383,2850,Garment Steamer,Laundry,view,,0,2024-11-04,78.0
13036,U1684,1378,Knitting Machine,Hobby,add_to_cart,,0,2024-08-12,
13037,U0998,3740,Cooktop,Kitchen,view,,0,2023-09-06,324.0
13038,U1324,3187,Deep Fryer,Kitchen,add_to_cart,,0,2023-03-27,
13039,U0452,2320,Smart Curtain Motor,Smart Home,add_to_cart,,0,2023-08-15,
13040,U0100,580,Voltage Stabilizer,Power,view,,0,2023-11-27,38.0
13041,U0251,2106,Electric Fireplace,Climate,view,,0,2023-05-10,4.0
13042,U1998,4610,Ice Cream Maker,Kitchen,add_to_cart,,0,2023-11-23,
13043,U0611,4766,Towel Warmer,Bathroom,add_to_cart,,0,2023-06-08,
13044,U1758,3820,Chainsaw,Tools,view,,0,2024-06-03,93.0
13045,U1149,2023,Wall Clock,Decor,add_to_cart,,0,2023-08-07,
13046,U1276,1753,Smart Speaker,Entertainment,wishlist,4.7,0,2023-09-23,
13047,U1510,2020,Ice Cream Maker,Kitchen,wishlist,4.1,0,2023-04-04,
13048,U0547,1746,Robot Vacuum,Cleaning,view,,0,2024-03-24,124.0
13049,U1785,919,Smart Door Lock,Security,purchase,2.9,1,2023-06-15,
13050,U1901,3422,Jacuzzi Pump,Bathroom,view,,0,2024-08-01,261.0
13051,U0773,206,Handheld Vacuum,Cleaning,view,,0,2023-08-24,145.0
13052,U1247,11,Clothes Dryer,Laundry,purchase,5.0,1,2024-11-16,
13053,U1744,3067,Projector,Entertainment,add_to_cart,,0,2024-03-15,
13054,U1178,2918,Pet Feeder,Pet,view,,0,2024-05-28,290.0
13055,U0093,497,Smart Bulb,Smart Home,view,,0,2023-04-08,112.0
13056,U0090,3226,Food Processor,Kitchen,purchase,4.6,1,2023-09-30,
13057,U1578,1294,Chainsaw,Tools,add_to_cart,,0,2024-09-04,
13058,U1753,4695,Network Attached Storage,Networking,wishlist,4.0,0,2024-02-19,
13059,U1193,2207,Clock,Decor,purchase,4.1,1,2024-04-27,
13060,U1199,138,Built In Microwave,Kitchen,purchase,5.0,1,2024-05-03,
13061,U0846,3267,Air Quality Monitor,Smart Home,purchase,3.0,1,2023-04-16,
13062,U1927,1101,Emergency Light,Security,purchase,5.0,1,2024-01-14,
13063,U0234,2757,Angle Grinder,Tools,add_to_cart,,0,2023-06-08,
13064,U0666,3133,Booster Pump,Outdoor,view,,0,2023-04-23,30.0
13065,U1820,4050,Home Automation Controller,Networking,wishlist,4.3,0,2023-11-12,
13066,U1506,3857,Electric Tandoor,Kitchen,purchase,4.1,1,2023-04-27,
13067,U0473,1322,Gas Stove,Kitchen,add_to_cart,,0,2023-02-27,
13068,U1729,1302,Landline Phone,Smart Home,view,,0,2024-07-03,20.0
13069,U0766,1369,Basement Dehumidifier,Outdoor,view,,0,2024-04-26,213.0
13070,U1033,1066,Foot Massager,Personal Care,add_to_cart,,0,2024-06-25,
13071,U0435,2669,Door Intercom,Security,view,,0,2023-02-09,113.0
13072,U0169,2077,Home Server,Networking,view,,0,2023-05-06,12.0
13073,U0799,4861,Elliptical Trainer,Fitness,view,,0,2024-04-12,173.0
13074,U1357,1846,Toaster Oven,Kitchen,purchase,5.0,1,2024-07-01,
13075,U1974,1969,Sewing Machine,Hobby,view,,0,2024-08-16,409.0
13076,U1540,3823,Epilator,Personal Care,view,,0,2024-05-20,13.0
13077,U1969,1288,Lawn Mower,Tools,view,,0,2024-07-07,68.0
13078,U0342,2543,Smart Bulb,Smart Home,view,,0,2024-11-22,125.0
13079,U1614,662,Smoke Detector,Security,wishlist,3.5,0,2023-09-13,
13080,U1297,1841,Sandwich Maker,Kitchen,view,,0,2023-07-09,40.0
13081,U1783,1883,Citrus Juicer,Kitchen,purchase,3.6,1,2023-03-12,
13082,U1547,3666,Robot Vacuum,Cleaning,view,,0,2023-12-15,101.0
13083,U0025,3442,Massager,Personal Care,view,,0,2023-08-12,297.0
13084,U1656,3276,Weather Station,Smart Home,wishlist,5.0,0,2024-05-28,
13085,U0504,4428,Pet Feeder,Pet,view,,0,2023-05-13,103.0
13086,U1621,3562,Electric Shaver,Personal Care,view,,0,2024-03-11,258.0
13087,U0460,467,Electric Blanket,Personal Care,view,,0,2024-03-23,66.0
13088,U0317,4413,Foot Massager,Personal Care,add_to_cart,,0,2023-07-16,
13089,U1937,1662,Leaf Blower,Tools,add_to_cart,,0,2024-11-20,
13090,U0389,1290,Countertop Dishwasher,Cleaning,view,,0,2024-12-03,48.0
13091,U1550,2839,Electric Grill,Kitchen,add_to_cart,,0,2024-12-13,
13092,U0254,3449,Water Filter,Bathroom,view,,0,2024-11-06,163.0
13093,U0064,1926,Video Doorbell,Security,view,,0,2024-08-12,87.0
13094,U0328,731,Smart Oven,Kitchen,purchase,2.7,1,2023-11-02,
13095,U1775,3057,Knitting Machine,Hobby,view,,0,2023-12-01,444.0
13096,U1993,919,Smart Door Lock,Security,purchase,3.6,1,2024-10-05,
13097,U0969,4245,Washing Machine,Laundry,purchase,4.6,1,2024-05-03,
13098,U1221,4957,Wine Cooler,Kitchen,wishlist,3.0,0,2024-04-15,
13099,U0040,1001,Pet Feeder,Pet,view,,0,2023-01-05,50.0
13100,U0789,1232,Electric Toothbrush,Personal Care,purchase,3.6,1,2023-02-15,
13101,U0105,3836,Floor Polisher,Cleaning,purchase,1.8,1,2024-04-30,
13102,U0158,391,Electric Pressure Cooker,Kitchen,purchase,4.1,1,2023-04-28,
13103,U0837,960,Epilator,Personal Care,view,,0,2023-04-09,15.0
13104,U1562,4782,Window Air Conditioner,Climate,view,,0,2023-11-07,211.0
13105,U1766,4222,Smart Refrigerator,Kitchen,view,,0,2023-02-20,86.0
13106,U0391,1041,Angle Grinder,Tools,add_to_cart,,0,2024-12-16,
13107,U0707,2432,Hot Plate,Kitchen,view,,0,2024-12-24,98.0
13108,U1690,868,Waffle Maker,Kitchen,view,,0,2023-01-28,196.0
13109,U0038,3231,Dough Maker,Kitchen,purchase,4.7,1,2023-11-15,
13110,U0841,373,RO Purifier,Bathroom,add_to_cart,,0,2023-07-01,
13111,U0553,4543,Citrus Juicer,Kitchen,purchase,3.6,1,2024-06-24,
13112,U0657,1240,Knitting Machine,Hobby,purchase,4.2,1,2023-07-12,
13113,U0348,3993,Modem,Networking,purchase,4.3,1,2024-07-24,
13114,U1970,2929,3D Printer,Hobby,view,,0,2024-05-09,124.0
13115,U1054,2990,Emergency Light,Security,add_to_cart,,0,2023-11-02,
13116,U0862,232,Juicer,Kitchen,purchase,4.6,1,2023-10-01,
13117,U1903,1136,Kegerator,Hobby,purchase,5.0,1,2024-11-08,
13118,U0289,4740,Landline Phone,Smart Home,view,,0,2023-09-13,99.0
13119,U1649,1270,Home Theater System,Entertainment,view,,0,2024-08-18,233.0
13120,U1946,2645,Wall Clock,Decor,add_to_cart,,0,2023-08-01,
13121,U1608,3127,Ice Cream Maker,Kitchen,purchase,4.0,1,2024-12-05,
13122,U0875,3959,Induction Oven,Kitchen,wishlist,4.6,0,2024-03-02,
13123,U1266,3983,Baby Food Maker,Kitchen,purchase,3.8,1,2024-08-07,
13124,U0357,411,Scanner,Tools,add_to_cart,,0,2023-09-30,
13125,U0315,1391,Kitchen Chimney,Kitchen,view,,0,2023-05-23,201.0
13126,U0558,4726,Jacuzzi Pump,Bathroom,view,,0,2023-05-09,12.0
13127,U0157,4583,UPS,Power,view,,0,2024-06-12,304.0
13128,U1756,1212,Slush Machine,Hobby,view,,0,2024-11-26,368.0
13129,U1068,3446,Gas Stove,Kitchen,purchase,3.4,1,2024-12-24,
13130,U1205,1448,Sandwich Maker,Kitchen,wishlist,4.8,0,2023-07-12,
13131,U0999,1423,Electric Kettle,Kitchen,wishlist,3.4,0,2023-08-13,
13132,U1944,4780,UV Water Purifier,Bathroom,purchase,5.0,1,2023-03-30,
13133,U1885,452,Electric Vehicle Charger,Power,view,,0,2024-11-29,205.0
13134,U1138,157,Water Heater,Bathroom,view,,0,2023-01-23,51.0
13135,U0868,4036,Hand Mixer,Kitchen,view,,0,2024-01-06,105.0
13136,U0258,2535,Home Sauna,Fitness,view,,0,2023-01-08,26.0
13137,U1739,1274,Sewing Machine,Hobby,view,,0,2023-09-10,7.0
13138,U0108,274,Slow Cooker,Kitchen,view,,0,2023-12-06,100.0
13139,U1883,4249,Water Filter,Bathroom,add_to_cart,,0,2024-10-14,
13140,U1738,900,Alarm Clock,Decor,view,,0,2024-03-04,176.0
13141,U1616,1014,Boot Warmer,Laundry,view,,0,2023-09-19,3.0
13142,U1493,4665,Inverter,Power,wishlist,2.8,0,2023-08-31,
13143,U1534,1477,Smart Air Conditioner,Climate,purchase,4.2,1,2024-12-18,
13144,U1687,4298,Aquarium Filter,Pet,add_to_cart,,0,2023-01-14,
13145,U1291,623,Bathroom Exhaust Fan,Bathroom,view,,0,2024-12-16,400.0
13146,U0085,4848,Pool Heater,Outdoor,add_to_cart,,0,2023-12-14,
13147,U1616,2676,WiFi Extender,Networking,wishlist,4.9,0,2023-07-03,
13148,U0833,1457,Terrarium Heater,Pet,wishlist,2.3,0,2023-02-08,
13149,U1973,628,Door Intercom,Security,wishlist,4.3,0,2024-11-19,
13150,U0408,1824,Hedge Trimmer,Tools,purchase,4.7,1,2023-06-08,
13151,U1416,4281,Central Air Conditioner,Climate,purchase,3.0,1,2023-05-07,
13152,U0599,4428,Pet Feeder,Pet,purchase,4.0,1,2024-01-22,
13153,U1667,3723,Window Cleaner Robot,Cleaning,add_to_cart,,0,2024-05-14,
13154,U0828,2087,Electric Toothbrush,Personal Care,view,,0,2023-03-11,48.0
13155,U0347,1442,Fan,Climate,add_to_cart,,0,2023-05-23,
13156,U1445,2037,Massage Chair,Personal Care,wishlist,5.0,0,2024-05-31,
13157,U1231,4278,Water Boiler,Kitchen,view,,0,2023-03-26,225.0
