User_ID,Age_Group,Gender,Occupation,City,Home_Type,Budget_Preference,Smart_Home_Interest,Eco_Conscious,Preferred_Category
U0949,36-45,Male,Homemaker,Bangalore,Independent House,Premium,No,No,Networking
U0950,36-45,Male,Student,Pune,Independent House,Budget,No,No,Pet
U0951,26-35,Female,Retired,Jaipur,Villa,Mid-Range,No,No,Entertainment
U0952,26-35,Male,Retired,Chennai,Apartment,Luxury,No,Yes,Hobby
U0953,18-25,Female,Student,Jaipur,Independent House,Budget,No,Yes,Entertainment
U0954,26-35,Male,Homemaker,Mumbai,Independent House,Mid-Range,Yes,Yes,Hobby
U0955,26-35,Female,Business Owner,Lucknow,Independent House,Premium,No,Yes,Climate
U0956,26-35,Female,Working Professional,Mumbai,Apartment,Premium,Yes,Yes,Kitchen
U0957,26-35,Male,Student,Hyderabad,Independent House,Budget,No,No,Kitchen
U0958,46-55,Male,Working Professional,Mumbai,PG/Hostel,Premium,Yes,No,Fitness
U0959,46-55,Male,Working Professional,Mumbai,Apartment,Premium,No,Yes,Power
U0960,55+,Female,Student,Chennai,Independent House,Budget,Yes,Yes,Bathroom
U0961,36-45,Male,Student,Delhi,Apartment,Budget,No,No,Tools
U0962,18-25,Other,Homemaker,Jaipur,Independent House,Mid-Range,No,Yes,Personal Care
U0963,36-45,Male,Student,Delhi,Apartment,Mid-Range,No,No,Cleaning
U0964,36-45,Female,Retired,Kolkata,Apartment,Luxury,No,Yes,Personal Care
U0965,26-35,Male,Working Professional,Jaipur,PG/Hostel,Premium,Yes,Yes,Cleaning
U0966,46-55,Male,Homemaker,Pune,Apartment,Premium,No,No,Networking
U0967,18-25,Male,Working Professional,Kolkata,Independent House,Premium,No,Yes,Laundry
U0968,36-45,Male,Student,Kolkata,Apartment,Budget,No,No,Decor
U0969,18-25,Male,Business Owner,Ahmedabad,Apartment,Luxury,Yes,Yes,Power
U0970,18-25,Female,Business Owner,Lucknow,Apartment,Luxury,Yes,Yes,Outdoor
U0971,36-45,Female,Homemaker,Chennai,Apartment,Mid-Range,No,Yes,Smart Home
U0972,46-55,Female,Retired,Chennai,Independent House,Mid-Range,No,No,Entertainment
U0973,36-45,Female,Working Professional,Mumbai,Independent House,Mid-Range,Yes,Yes,Decor
U0974,36-45,Female,Working Professional,Lucknow,PG/Hostel,Premium,Yes,Yes,Outdoor
U0975,18-25,Female,Business Owner,Lucknow,PG/Hostel,Premium,Yes,No,Kitchen
U0976,26-35,Female,Working Professional,Ahmedabad,Apartment,Premium,Yes,No,Hobby
U0977,46-55,Female,Working Professional,Mumbai,Apartment,Premium,No,No,Kitchen
U0978,36-45,Male,Working Professional,Pune,Apartment,Mid-Range,Yes,No,Fitness
U0979,18-25,Other,Retired,Hyderabad,Apartment,Mid-Range,No,No,Security
U0980,36-45,Female,Working Professional,Mumbai,PG/Hostel,Premium,Yes,Yes,Entertainment
U0981,55+,Female,Working Professional,Jaipur,Apartment,Premium,Yes,Yes,Pet
U0982,55+,Female,Student,Lucknow,Independent House,Mid-Range,Yes,Yes,Fitness
U0983,36-45,Female,Student,Kolkata,Apartment,Mid-Range,Yes,Yes,Climate
U0984,36-45,Male,Working Professional,Jaipur,Independent House,Mid-Range,Yes,Yes,Bathroom
U0985,26-35,Male,Student,Bangalore,Apartment,Mid-Range,No,Yes,Tools
U0986,46-55,Male,Business Owner,Kolkata,Apartment,Luxury,No,Yes,Bathroom
U0987,18-25,Female,Student,Hyderabad,Independent House,Budget,Yes,No,Smart Home
U0988,18-25,Male,Working Professional,Delhi,PG/Hostel,Mid-Range,Yes,Yes,Networking
U0989,55+,Male,Student,Pune,PG/Hostel,Budget,Yes,No,Outdoor
U0990,55+,Male,Working Professional,Pune,Apartment,Mid-Range,Yes,No,Cleaning
U0991,36-45,Male,Working Professional,Ahmedabad,Independent House,Mid-Range,Yes,No,Tools
U0992,18-25,Male,Business Owner,Bangalore,Apartment,Luxury,No,No,Hobby
U0993,36-45,Other,Working Professional,Hyderabad,Independent House,Mid-Range,No,No,Outdoor
U0994,26-35,Male,Homemaker,Pune,Villa,Mid-Range,No,Yes,Cleaning
U0995,26-35,Male,Working Professional,Mumbai,Apartment,Premium,Yes,No,Tools
U0996,46-55,Male,Business Owner,Jaipur,Apartment,Premium,Yes,Yes,Climate
U0997,46-55,Male,Retired,Bangalore,Independent House,Luxury,No,No,Pet
U0998,26-35,Male,Business Owner,Chennai,Apartment,Premium,Yes,Yes,Decor
U0999,46-55,Female,Student,Ahmedabad,Apartment,Budget,No,Yes,Pet
U1000,26-35,Female,Working Professional,Pune,Apartment,Premium,No,Yes,Pet
U1001,36-45,Female,Business Owner,Kolkata,Apartment,Premium,Yes,No,Smart Home
U1002,18-25,Male,Working Professional,Lucknow,Apartment,Premium,Yes,Yes,Bathroom
U1003,36-45,Male,Student,Jaipur,Apartment,Mid-Range,No,Yes,Laundry
U1004,36-45,Female,Working Professional,Pune,Apartment,Premium,Yes,No,Security
U1005,46-55,Male,Business Owner,Pune,Apartment,Luxury,Yes,Yes,Bathroom
U1006,26-35,Female,Working Professional,Mumbai,PG/Hostel,Premium,Yes,No,Security
U1007,36-45,Male,Business Owner,Hyderabad,Apartment,Luxury,Yes,No,Entertainment
U1008,36-45,Female,Working Professional,Kolkata,Apartment,Mid-Range,Yes,No,Laundry
U1009,18-25,Male,Retired,Hyderabad,Villa,Premium,No,Yes,Outdoor
U1010,55+,Female,Business Owner,Ahmedabad,Independent House,Luxury,Yes,Yes,Entertainment
U1011,46-55,Male,Working Professional,Bangalore,Independent House,Mid-Range,Yes,No,Bathroom
U1012,26-35,Male,Working Professional,Kolkata,Independent House,Mid-Range,No,No,Entertainment
U1013,46-55,Female,Working Professional,Pune,Independent House,Mid-Range,Yes,No,Hobby
U1014,46-55,Female,Working Professional,Pune,Apartment,Mid-Range,No,Yes,Security
U1015,46-55,Female,Student,Kolkata,Villa,Mid-Range,No,Yes,Decor
U1016,26-35,Female,Working Professional,Hyderabad,Apartment,Mid-Range,Yes,Yes,Decor
U1017,46-55,Male,Student,Lucknow,Villa,Budget,Yes,No,Networking
U1018,36-45,Male,Business Owner,Ahmedabad,Independent House,Premium,Yes,No,Climate
U1019,36-45,Female,Homemaker,Bangalore,Independent House,Premium,No,Yes,Entertainment
U1020,26-35,Female,Working Professional,Hyderabad,Apartment,Mid-Range,Yes,Yes,Security
U1021,36-45,Female,Working Professional,Kolkata,Independent House,Premium,Yes,No,Tools
U1022,26-35,Male,Student,Delhi,Independent House,Budget,Yes,No,Cleaning
U1023,46-55,Female,Student,Pune,Apartment,Mid-Range,No,No,Fitness
U1024,26-35,Male,Retired,Mumbai,Independent House,Premium,No,No,Smart Home
U1025,18-25,Male,Student,Lucknow,Apartment,Mid-Range,No,Yes,Bathroom
U1026,36-45,Female,Working Professional,Jaipur,Apartment,Mid-Range,Yes,Yes,Power
U1027,26-35,Other,Homemaker,Jaipur,Apartment,Mid-Range,No,No,Power
U1028,46-55,Female,Working Professional,Jaipur,Independent House,Premium,No,No,Tools
U1029,18-25,Female,Student,Ahmedabad,Apartment,Mid-Range,Yes,Yes,Outdoor
U1030,55+,Male,Working Professional,Bangalore,Independent House,Premium,Yes,No,Power
U1031,26-35,Female,Working Professional,Ahmedabad,Villa,Mid-Range,No,Yes,Bathroom
U1032,46-55,Female,Homemaker,Bangalore,Villa,Mid-Range,No,No,Entertainment
U1033,26-35,Male,Student,Kolkata,Apartment,Mid-Range,Yes,Yes,Cleaning
U1034,36-45,Female,Homemaker,Ahmedabad,Apartment,Mid-Range,Yes,Yes,Personal Care
U1035,36-45,Female,Working Professional,Delhi,Independent House,Mid-Range,Yes,Yes,Networking
U1036,26-35,Male,Student,Jaipur,PG/Hostel,Budget,No,No,Bathroom
U1037,55+,Male,Homemaker,Kolkata,Apartment,Mid-Range,No,Yes,Personal Care
U1038,36-45,Male,Homemaker,Lucknow,Apartment,Premium,No,No,Personal Care
U1039,36-45,Male,Working Professional,Bangalore,Apartment,Mid-Range,No,Yes,Outdoor
U1040,36-45,Female,Business Owner,Ahmedabad,Independent House,Luxury,Yes,Yes,Entertainment
U1041,36-45,Female,Student,Mumbai,Apartment,Budget,No,Yes,Cleaning
U1042,36-45,Male,Working Professional,Ahmedabad,Apartment,Premium,Yes,Yes,Climate
U1043,26-35,Male,Student,Hyderabad,Villa,Budget,Yes,Yes,Fitness
U1044,26-35,Female,Working Professional,Delhi,Villa,Premium,Yes,Yes,Decor
U1045,36-45,Male,Business Owner,Mumbai,Apartment,Premium,Yes,Yes,Networking
U1046,26-35,Female,Homemaker,Bangalore,Apartment,Mid-Range,No,No,Outdoor
U1047,18-25,Male,Homemaker,Delhi,Independent House,Premium,Yes,Yes,Personal Care
U1048,36-45,Female,Homemaker,Chennai,PG/Hostel,Mid-Range,No,No,Personal Care
U1049,26-35,Female,Homemaker,Lucknow,Apartment,Premium,Yes,Yes,Outdoor
U1050,18-25,Male,Working Professional,Pune,Independent House,Premium,No,No,Fitness
U1051,46-55,Male,Working Professional,Chennai,Villa,Mid-Range,Yes,Yes,Decor
U1052,18-25,Female,Working Professional,Jaipur,Independent House,Premium,Yes,Yes,Tools
U1053,18-25,Male,Student,Delhi,Independent House,Budget,Yes,No,Bathroom
U1054,36-45,Female,Working Professional,Ahmedabad,PG/Hostel,Mid-Range,No,No,Outdoor
U1055,18-25,Female,Working Professional,Lucknow,Apartment,Premium,No,Yes,Networking
U1056,26-35,Female,Homemaker,Lucknow,PG/Hostel,Mid-Range,No,Yes,Climate
U1057,36-45,Male,Homemaker,Bangalore,Independent House,Premium,No,Yes,Outdoor
U1058,26-35,Female,Working Professional,Mumbai,Independent House,Mid-Range,Yes,Yes,Hobby
U1059,26-35,Male,Business Owner,Lucknow,Apartment,Premium,No,Yes,Smart Home
U1060,18-25,Female,Homemaker,Jaipur,Apartment,Premium,No,Yes,Tools
U1061,36-45,Female,Working Professional,Chennai,Independent House,Premium,No,Yes,Bathroom
U1062,26-35,Male,Retired,Pune,Apartment,Luxury,No,Yes,Smart Home
U1063,36-45,Male,Retired,Kolkata,Apartment,Premium,No,No,Security
U1064,26-35,Male,Working Professional,Hyderabad,Independent House,Mid-Range,Yes,Yes,Climate
U1065,55+,Male,Working Professional,Mumbai,Apartment,Premium,Yes,No,Cleaning
U1066,18-25,Male,Business Owner,Ahmedabad,Apartment,Luxury,No,Yes,Power
U1067,36-45,Female,Working Professional,Lucknow,Apartment,Premium,No,Yes,Security
U1068,46-55,Female,Retired,Lucknow,Villa,Mid-Range,No,No,Networking
U1069,18-25,Female,Working Professional,Bangalore,Independent House,Mid-Range,Yes,Yes,Pet
U1070,26-35,Male,Working Professional,Lucknow,Apartment,Mid-Range,Yes,Yes,Hobby
U1071,18-25,Male,Homemaker,Pune,Apartment,Premium,No,Yes,Kitchen
U1072,36-45,Female,Homemaker,Hyderabad,Independent House,Premium,Yes,No,Outdoor
U1073,26-35,Female,Business Owner,Jaipur,Apartment,Premium,Yes,Yes,Power
U1074,36-45,Male,Business Owner,Delhi,Apartment,Premium,Yes,Yes,Climate
U1075,18-25,Male,Student,Hyderabad,Independent House,Budget,Yes,Yes,Bathroom
U1076,18-25,Female,Retired,Pune,Independent House,Premium,Yes,No,Bathroom
U1077,46-55,Male,Student,Hyderabad,Independent House,Budget,No,No,Bathroom
U1078,46-55,Male,Business Owner,Mumbai,Villa,Premium,Yes,Yes,Kitchen
U1079,18-25,Other,Business Owner,Ahmedabad,Apartment,Luxury,No,Yes,Outdoor
U1080,36-45,Male,Student,Lucknow,Independent House,Budget,No,No,Tools
U1081,36-45,Female,Retired,Hyderabad,Independent House,Premium,Yes,Yes,Smart Home
U1082,46-55,Male,Retired,Delhi,Villa,Premium,No,Yes,Hobby
U1083,18-25,Male,Business Owner,Lucknow,Apartment,Premium,Yes,Yes,Networking
U1084,26-35,Male,Homemaker,Chennai,Apartment,Premium,Yes,No,Outdoor
U1085,36-45,Male,Business Owner,Bangalore,Apartment,Premium,Yes,No,Smart Home
U1086,26-35,Female,Student,Mumbai,PG/Hostel,Mid-Range,Yes,Yes,Power
U1087,36-45,Female,Working Professional,Kolkata,Independent House,Mid-Range,Yes,Yes,Personal Care
U1088,46-55,Female,Homemaker,Lucknow,Independent House,Premium,Yes,Yes,Tools
U1089,26-35,Female,Retired,Jaipur,Independent House,Luxury,Yes,No,Cleaning
U1090,26-35,Female,Homemaker,Delhi,Apartment,Mid-Range,No,No,Cleaning
U1091,18-25,Female,Homemaker,Ahmedabad,Independent House,Mid-Range,Yes,Yes,Cleaning
U1092,26-35,Male,Homemaker,Hyderabad,Apartment,Premium,No,Yes,Decor
U1093,18-25,Male,Working Professional,Kolkata,Apartment,Premium,Yes,No,Smart Home
U1094,18-25,Female,Working Professional,Ahmedabad,Independent House,Premium,Yes,Yes,Hobby
U1095,26-35,Male,Business Owner,Ahmedabad,Independent House,Luxury,Yes,Yes,Networking
U1096,18-25,Female,Student,Jaipur,Independent House,Budget,Yes,No,Hobby
U1097,46-55,Female,Working Professional,Jaipur,Apartment,Premium,Yes,No,Cleaning
U1098,18-25,Male,Student,Lucknow,Independent House,Mid-Range,Yes,Yes,Personal Care
U1099,36-45,Female,Student,Kolkata,PG/Hostel,Mid-Range,Yes,Yes,Fitness
U1100,26-35,Male,Student,Lucknow,Apartment,Mid-Range,No,Yes,Laundry
U1101,18-25,Male,Working Professional,Delhi,Apartment,Mid-Range,No,No,Climate
U1102,55+,Female,Homemaker,Lucknow,Apartment,Mid-Range,No,Yes,Hobby
U1103,26-35,Male,Working Professional,Bangalore,Apartment,Premium,Yes,Yes,Hobby
U1104,36-45,Male,Homemaker,Pune,Independent House,Premium,No,No,Kitchen
U1105,26-35,Male,Student,Bangalore,Apartment,Budget,No,No,Security
U1106,18-25,Female,Retired,Bangalore,Independent House,Mid-Range,No,Yes,Cleaning
U1107,26-35,Male,Working Professional,Hyderabad,Apartment,Mid-Range,Yes,Yes,Outdoor
U1108,18-25,Female,Business Owner,Pune,Independent House,Luxury,No,Yes,Bathroom
U1109,26-35,Male,Retired,Bangalore,Apartment,Premium,No,Yes,Power
U1110,26-35,Other,Business Owner,Jaipur,Apartment,Premium,No,Yes,Outdoor
U1111,46-55,Male,Business Owner,Hyderabad,Apartment,Premium,Yes,No,Smart Home
U1112,26-35,Male,Retired,Kolkata,PG/Hostel,Luxury,No,Yes,Tools
U1113,26-35,Male,Homemaker,Ahmedabad,Independent House,Mid-Range,Yes,Yes,Networking
U1114,46-55,Female,Business Owner,Bangalore,Apartment,Luxury,Yes,No,Entertainment
U1115,36-45,Male,Student,Mumbai,Independent House,Budget,Yes,Yes,Climate
U1116,26-35,Other,Working Professional,Bangalore,Apartment,Premium,Yes,Yes,Fitness
U1117,36-45,Male,Working Professional,Lucknow,Apartment,Premium,No,No,Cleaning
U1118,55+,Female,Business Owner,Jaipur,Villa,Luxury,No,No,Laundry
U1119,26-35,Female,Working Professional,Kolkata,Independent House,Mid-Range,Yes,Yes,Laundry
U1120,26-35,Female,Working Professional,Kolkata,Independent House,Premium,No,Yes,Power
U1121,18-25,Female,Working Professional,Lucknow,Independent House,Mid-Range,Yes,Yes,Climate
U1122,26-35,Male,Homemaker,Bangalore,Apartment,Mid-Range,No,Yes,Decor
U1123,46-55,Male,Working Professional,Jaipur,Independent House,Premium,Yes,No,Kitchen
U1124,36-45,Female,Business Owner,Ahmedabad,Independent House,Premium,No,No,Kitchen
U1125,26-35,Male,Student,Lucknow,Apartment,Mid-Range,Yes,Yes,Security
U1126,36-45,Male,Working Professional,Ahmedabad,Apartment,Premium,Yes,Yes,Smart Home
U1127,26-35,Female,Working Professional,Pune,Apartment,Premium,No,No,Outdoor
U1128,36-45,Male,Retired,Mumbai,Independent House,Mid-Range,No,No,Outdoor
U1129,18-25,Female,Homemaker,Mumbai,Apartment,Premium,No,Yes,Power
U1130,36-45,Male,Business Owner,Lucknow,Apartment,Luxury,Yes,Yes,Entertainment
U1131,46-55,Female,Working Professional,Chennai,Independent House,Mid-Range,Yes,No,Decor
U1132,46-55,Female,Working Professional,Mumbai,Villa,Premium,No,No,Entertainment
U1133,36-45,Male,Working Professional,Pune,Apartment,Premium,No,Yes,Laundry
U1134,26-35,Female,Working Professional,Bangalore,Independent House,Premium,No,No,Smart Home
U1135,26-35,Male,Homemaker,Bangalore,Apartment,Mid-Range,No,No,Climate
U1136,18-25,Male,Working Professional,Kolkata,Apartment,Premium,Yes,Yes,Personal Care
U1137,26-35,Male,Business Owner,Lucknow,Independent House,Premium,No,Yes,Decor
U1138,36-45,Female,Business Owner,Mumbai,Apartment,Premium,Yes,Yes,Outdoor
U1139,18-25,Male,Business Owner,Jaipur,Independent House,Luxury,Yes,Yes,Pet
U1140,36-45,Female,Homemaker,Chennai,Villa,Premium,Yes,No,Security
U1141,36-45,Female,Working Professional,Ahmedabad,Apartment,Premium,Yes,Yes,Bathroom
U1142,26-35,Male,Business Owner,Delhi,Apartment,Premium,No,Yes,Fitness
U1143,18-25,Female,Business Owner,Pune,Independent House,Luxury,Yes,No,Decor
U1144,26-35,Female,Homemaker,Ahmedabad,Apartment,Premium,No,No,Tools
U1145,26-35,Other,Working Professional,Bangalore,Independent House,Premium,Yes,Yes,Security
U1146,55+,Female,Working Professional,Mumbai,PG/Hostel,Mid-Range,Yes,No,Cleaning
U1147,36-45,Male,Retired,Hyderabad,Apartment,Premium,No,Yes,Power
U1148,36-45,Female,Homemaker,Lucknow,Apartment,Mid-Range,Yes,No,Tools
U1149,36-45,Male,Working Professional,Delhi,Independent House,Mid-Range,Yes,No,Pet
U1150,36-45,Male,Working Professional,Delhi,Apartment,Mid-Range,Yes,Yes,Cleaning
U1151,18-25,Female,Business Owner,Ahmedabad,Apartment,Premium,No,Yes,Fitness
U1152,46-55,Female,Business Owner,Chennai,Apartment,Luxury,Yes,Yes,Power
U1153,55+,Male,Working Professional,Kolkata,Apartment,Premium,Yes,Yes,Decor
U1154,26-35,Male,Student,Ahmedabad,Apartment,Budget,Yes,No,Tools
U1155,46-55,Male,Business Owner,Bangalore,PG/Hostel,Luxury,No,Yes,Fitness
U1156,46-55,Male,Homemaker,Lucknow,Independent House,Mid-Range,No,No,Decor
U1157,55+,Male,Homemaker,Mumbai,Independent House,Mid-Range,Yes,No,Decor
U1158,36-45,Male,Working Professional,Mumbai,Apartment,Premium,No,Yes,Security
U1159,46-55,Male,Business Owner,Kolkata,Villa,Premium,Yes,No,Pet
U1160,26-35,Female,Homemaker,Jaipur,PG/Hostel,Mid-Range,No,No,Climate
U1161,55+,Female,Working Professional,Kolkata,Apartment,Premium,No,No,Kitchen
U1162,36-45,Female,Homemaker,Mumbai,Apartment,Mid-Range,Yes,No,Climate
U1163,46-55,Male,Student,Lucknow,Independent House,Budget,Yes,No,Smart Home
U1164,26-35,Male,Business Owner,Kolkata,Apartment,Luxury,Yes,No,Kitchen
U1165,46-55,Male,Working Professional,Jaipur,Independent House,Premium,No,Yes,Cleaning
U1166,36-45,Male,Homemaker,Hyderabad,PG/Hostel,Premium,Yes,Yes,Pet
U1167,46-55,Male,Homemaker,Chennai,PG/Hostel,Mid-Range,No,No,Networking
U1168,36-45,Male,Homemaker,Delhi,PG/Hostel,Premium,No,Yes,Tools
U1169,36-45,Male,Student,Mumbai,PG/Hostel,Budget,Yes,No,Laundry
U1170,18-25,Female,Retired,Kolkata,Independent House,Premium,Yes,Yes,Outdoor
U1171,26-35,Female,Working Professional,Jaipur,Apartment,Premium,No,No,Security
U1172,46-55,Male,Working Professional,Pune,Apartment,Mid-Range,Yes,No,Power
U1173,36-45,Male,Retired,Delhi,Apartment,Premium,Yes,No,Bathroom
U1174,26-35,Male,Working Professional,Jaipur,PG/Hostel,Premium,Yes,Yes,Kitchen
U1175,36-45,Male,Working Professional,Bangalore,Villa,Mid-Range,Yes,Yes,Power
U1176,26-35,Female,Student,Bangalore,Independent House,Budget,Yes,Yes,Outdoor
U1177,26-35,Female,Working Professional,Ahmedabad,Apartment,Mid-Range,Yes,No,Kitchen
U1178,46-55,Male,Homemaker,Delhi,Independent House,Mid-Range,No,No,Laundry
U1179,26-35,Female,Homemaker,Hyderabad,Apartment,Mid-Range,No,No,Pet
U1180,36-45,Male,Retired,Delhi,Villa,Premium,No,No,Entertainment
U1181,26-35,Male,Student,Hyderabad,Apartment,Mid-Range,No,Yes,Smart Home
U1182,26-35,Female,Student,Delhi,PG/Hostel,Budget,Yes,No,Personal Care
U1183,36-45,Male,Student,Jaipur,Apartment,Mid-Range,Yes,Yes,Power
U1184,36-45,Male,Retired,Delhi,Apartment,Mid-Range,No,No,Pet
U1185,36-45,Male,Working Professional,Mumbai,Independent House,Mid-Range,No,Yes,Security
U1186,36-45,Male,Student,Delhi,Villa,Budget,No,No,Outdoor
U1187,26-35,Male,Student,Ahmedabad,Apartment,Mid-Range,No,Yes,Decor
U1188,26-35,Male,Business Owner,Kolkata,Apartment,Luxury,Yes,Yes,Power
U1189,36-45,Female,Working Professional,Ahmedabad,PG/Hostel,Mid-Range,Yes,Yes,Outdoor
U1190,18-25,Male,Homemaker,Kolkata,Villa,Premium,Yes,Yes,Hobby
U1191,26-35,Female,Retired,Delhi,Apartment,Luxury,No,No,Bathroom
U1192,36-45,Female,Retired,Ahmedabad,Apartment,Mid-Range,No,No,Decor
U1193,36-45,Male,Working Professional,Hyderabad,Apartment,Mid-Range,Yes,Yes,Climate
U1194,26-35,Male,Business Owner,Bangalore,PG/Hostel,Luxury,Yes,No,Power
U1195,18-25,Male,Working Professional,Chennai,Apartment,Premium,Yes,Yes,Cleaning
U1196,18-25,Female,Working Professional,Delhi,Apartment,Mid-Range,No,No,Personal Care
U1197,26-35,Female,Working Professional,Mumbai,Villa,Mid-Range,Yes,Yes,Laundry
U1198,26-35,Male,Working Professional,Lucknow,Villa,Premium,Yes,Yes,Smart Home
U1199,18-25,Male,Working Professional,Delhi,Apartment,Mid-Range,Yes,Yes,Fitness
U1200,18-25,Male,Business Owner,Kolkata,Independent House,Premium,No,Yes,Climate
U1201,18-25,Female,Student,Kolkata,Apartment,Budget,Yes,No,Cleaning
U1202,46-55,Male,Working Professional,Kolkata,Villa,Mid-Range,Yes,No,Tools
U1203,26-35,Male,Business Owner,Chennai,PG/Hostel,Luxury,Yes,Yes,Power
U1204,18-25,Female,Working Professional,Bangalore,Villa,Premium,Yes,Yes,Fitness
U1205,55+,Female,Business Owner,Pune,Apartment,Premium,Yes,Yes,Personal Care
U1206,26-35,Male,Working Professional,Lucknow,Apartment,Mid-Range,No,No,Kitchen
U1207,36-45,Female,Student,Jaipur,Apartment,Mid-Range,Yes,No,Climate
U1208,26-35,Female,Working Professional,Chennai,Independent House,Premium,Yes,Yes,Laundry
U1209,36-45,Female,Student,Pune,Apartment,Budget,Yes,Yes,Entertainment
U1210,26-35,Male,Working Professional,Kolkata,Apartment,Mid-Range,No,Yes,Climate
U1211,55+,Male,Retired,Jaipur,Apartment,Luxury,Yes,No,Climate
U1212,18-25,Female,Working Professional,Ahmedabad,Apartment,Mid-Range,Yes,Yes,Security
U1213,46-55,Other,Student,Hyderabad,Apartment,Mid-Range,Yes,Yes,Kitchen
U1214,46-55,Female,Working Professional,Ahmedabad,Apartment,Mid-Range,Yes,Yes,Cleaning
U1215,18-25,Female,Retired,Lucknow,PG/Hostel,Luxury,Yes,Yes,Entertainment
U1216,36-45,Male,Business Owner,Bangalore,Apartment,Luxury,No,Yes,Cleaning
U1217,26-35,Male,Homemaker,Delhi,Apartment,Mid-Range,Yes,No,Bathroom
U1218,36-45,Male,Business Owner,Chennai,Apartment,Premium,Yes,Yes,Tools
U1219,18-25,Male,Working Professional,Lucknow,Independent House,Mid-Range,No,No,Power
U1220,36-45,Male,Homemaker,Mumbai,PG/Hostel,Premium,Yes,Yes,Power
U1221,26-35,Female,Working Professional,Pune,Apartment,Premium,Yes,Yes,Kitchen
U1222,18-25,Male,Business Owner,Bangalore,Independent House,Premium,No,Yes,Hobby
U1223,18-25,Male,Homemaker,Lucknow,Apartment,Premium,No,No,Laundry
U1224,36-45,Male,Working Professional,Pune,Apartment,Premium,No,No,Fitness
U1225,18-25,Male,Working Professional,Mumbai,Villa,Premium,Yes,Yes,Climate
U1226,18-25,Male,Working Professional,Ahmedabad,Apartment,Mid-Range,No,Yes,Outdoor
U1227,55+,Other,Student,Lucknow,Apartment,Mid-Range,Yes,No,Kitchen
U1228,36-45,Female,Working Professional,Ahmedabad,Independent House,Mid-Range,Yes,Yes,Personal Care
U1229,36-45,Male,Working Professional,Delhi,Villa,Premium,Yes,Yes,Entertainment
U1230,26-35,Female,Working Professional,Bangalore,Apartment,Premium,No,Yes,Security
U1231,55+,Female,Homemaker,Kolkata,PG/Hostel,Premium,No,No,Entertainment
U1232,18-25,Male,Working Professional,Pune,Apartment,Premium,Yes,No,Security
U1233,36-45,Male,Business Owner,Hyderabad,Apartment,Luxury,Yes,No,Laundry
U1234,55+,Female,Working Professional,Kolkata,Apartment,Premium,Yes,No,Smart Home
U1235,55+,Female,Working Professional,Lucknow,PG/Hostel,Premium,Yes,No,Cleaning
U1236,26-35,Female,Working Professional,Chennai,Apartment,Premium,Yes,No,Outdoor
U1237,46-55,Female,Retired,Chennai,Independent House,Mid-Range,Yes,Yes,Outdoor
U1238,46-55,Male,Business Owner,Bangalore,Apartment,Premium,Yes,No,Personal Care
U1239,26-35,Male,Homemaker,Jaipur,Independent House,Mid-Range,Yes,No,Entertainment
U1240,26-35,Male,Homemaker,Hyderabad,Independent House,Mid-Range,Yes,No,Entertainment
U1241,36-45,Male,Working Professional,Chennai,Independent House,Premium,Yes,Yes,Power
U1242,26-35,Other,Working Professional,Pune,Independent House,Premium,Yes,Yes,Personal Care
U1243,55+,Male,Working Professional,Delhi,PG/Hostel,Premium,No,No,Climate
U1244,36-45,Male,Homemaker,Ahmedabad,Apartment,Mid-Range,No,Yes,Bathroom
U1245,18-25,Male,Working Professional,Chennai,Apartment,Premium,Yes,Yes,Entertainment
U1246,55+,Female,Working Professional,Pune,PG/Hostel,Premium,Yes,No,Power
U1247,36-45,Female,Student,Jaipur,Independent House,Budget,Yes,Yes,Laundry
U1248,36-45,Other,Homemaker,Pune,Independent House,Premium,Yes,Yes,Tools
U1249,26-35,Male,Homemaker,Chennai,PG/Hostel,Mid-Range,Yes,Yes,Cleaning
U1250,18-25,Female,Working Professional,Jaipur,Independent House,Mid-Range,Yes,Yes,Bathroom
U1251,26-35,Female,Working Professional,Pune,Apartment,Mid-Range,Yes,No,Fitness
U1252,46-55,Female,Student,Kolkata,PG/Hostel,Mid-Range,Yes,Yes,Networking
U1253,18-25,Male,Working Professional,Ahmedabad,Independent House,Premium,No,Yes,Cleaning
U1254,36-45,Male,Homemaker,Ahmedabad,Apartment,Premium,Yes,No,Fitness
U1255,18-25,Female,Working Professional,Bangalore,PG/Hostel,Premium,No,Yes,Entertainment
U1256,36-45,Female,Working Professional,Chennai,Independent House,Mid-Range,Yes,No,Smart Home
U1257,55+,Male,Working Professional,Lucknow,Apartment,Mid-Range,No,Yes,Fitness
U1258,36-45,Male,Student,Kolkata,Independent House,Mid-Range,Yes,Yes,Entertainment
U1259,36-45,Male,Homemaker,Bangalore,Apartment,Mid-Range,No,Yes,Climate
U1260,36-45,Female,Retired,Chennai,Villa,Mid-Range,No,Yes,Cleaning
U1261,46-55,Male,Homemaker,Mumbai,Independent House,Mid-Range,No,Yes,Outdoor
U1262,36-45,Female,Homemaker,Delhi,Independent House,Premium,No,No,Fitness
U1263,26-35,Male,Working Professional,Ahmedabad,PG/Hostel,Mid-Range,No,Yes,Security
U1264,18-25,Male,Student,Chennai,Independent House,Budget,Yes,No,Networking
U1265,26-35,Female,Working Professional,Lucknow,Apartment,Premium,Yes,Yes,Climate
